####it; 20-07-08 06:28:25; 3;-1
####it; 20-07-08 06:28:30; 3;-1
####it; 20-07-08 06:28:35; 3;-1
####it; 20-07-08 06:28:40; 3;-1
####it; 20-07-08 06:28:45; 2;0
####it; 20-07-08 06:28:50; 3;-1
####it; 20-07-08 06:28:55; 3;-1
####it; 20-07-08 06:29:00; 2;-2
####it; 20-07-08 06:29:05; 3;-1
####it; 20-07-08 06:29:10; 2;0
####it; 20-07-08 06:29:15; 2;0
####it; 20-07-08 06:29:20; 2;0
####it; 20-07-08 06:29:25; 2;0
####it; 20-07-08 06:29:30; 2;0
####it; 20-07-08 06:29:35; 2;0
####it; 20-07-08 06:29:40; 2;0
####it; 20-07-08 06:29:45; 2;0
####it; 20-07-08 06:29:50; 2;2
####it; 20-07-08 06:29:55; 2;2
####it; 20-07-08 06:30:00; 2;2
####it; 20-07-08 06:30:05; 1;1
####it; 20-07-08 06:30:10; 2;2
####it; 20-07-08 06:30:15; 2;2
####it; 20-07-08 06:30:20; 3;0
####it; 20-07-08 06:30:25; 3;0
####it; 20-07-08 06:30:30; 3;0
####it; 20-07-08 06:30:35; 3;0
####it; 20-07-08 06:30:40; 3;0
####it; 20-07-08 06:30:45; 3;0
####it; 20-07-08 06:30:50; 2;-1
####it; 20-07-08 06:30:55; 2;-1
####it; 20-07-08 06:31:00; 2;-1
####it; 20-07-08 06:31:05; 2;-1
####it; 20-07-08 06:31:10; 2;-1
####it; 20-07-08 06:31:15; 2;-1
####it; 20-07-08 06:31:25; 1;-3
####it; 20-07-08 06:31:30; 1;-3
####it; 20-07-08 06:31:35; 1;-3
####it; 20-07-08 06:31:40; 1;-3
####it; 20-07-08 06:31:45; 2;-4
####it; 20-07-08 06:31:50; 2;-4
####it; 20-07-08 06:31:55; 2;-4
####it; 20-07-08 06:32:00; 2;-4
####it; 20-07-08 06:32:05; 2;-4
####it; 20-07-08 06:32:10; 3;-3
####it; 20-07-08 06:32:15; 3;-3
####it; 20-07-08 06:32:20; 3;-3
####it; 20-07-08 06:32:25; 2;0
####it; 20-07-08 06:32:30; 2;0
####it; 20-07-08 06:32:35; 2;0
####it; 20-07-08 06:32:40; 2;0
####it; 20-07-08 06:32:45; 1;1
####it; 20-07-08 06:32:50; 1;1
####it; 20-07-08 06:32:55; 1;1
####it; 20-07-08 06:33:00; 1;1
####it; 20-07-08 06:33:05; 1;1
####it; 20-07-08 06:34:45; 1;-1
####it; 20-07-08 06:34:50; 1;-1
####it; 20-07-08 06:34:55; 2;0
####it; 20-07-08 06:35:00; 2;0
####it; 20-07-08 06:35:05; 2;0
####it; 20-07-08 06:35:10; 2;0
####it; 20-07-08 06:35:15; 2;0
####it; 20-07-08 06:35:20; 2;0
####it; 20-07-08 06:35:25; 2;0
####it; 20-07-08 06:35:30; 2;0
####it; 20-07-08 06:35:35; 2;0
####it; 20-07-08 06:35:40; 2;0
####it; 20-07-08 06:35:45; 1;1
####it; 20-07-08 06:35:50; 1;1
####it; 20-07-08 06:36:25; 1;-1
####it; 20-07-08 06:36:30; 1;-1
####it; 20-07-08 06:36:35; 1;-1
####it; 20-07-08 06:36:40; 1;-1
####it; 20-07-08 06:36:45; 1;-1
####it; 20-07-08 06:36:50; 1;-1
####it; 20-07-08 06:36:55; 1;-1
####it; 20-07-08 06:37:00; 1;-1
####it; 20-07-08 06:37:05; 1;-1
####it; 20-07-08 06:37:10; 2;1
####it; 20-07-08 06:37:15; 2;1
####it; 20-07-08 06:37:20; 2;1
####it; 20-07-08 06:37:25; 1;2
####it; 20-07-08 06:37:30; 1;2
####it; 20-07-08 06:37:35; 3;4
####it; 20-07-08 06:37:40; 3;4
####it; 20-07-08 06:37:45; 3;4
####it; 20-07-08 06:37:50; 3;4
####it; 20-07-08 06:37:55; 3;4
####it; 20-07-08 06:38:00; 3;4
####it; 20-07-08 06:38:05; 3;4
####it; 20-07-08 06:38:10; 2;2
####it; 20-07-08 06:38:15; 2;2
####it; 20-07-08 06:38:20; 2;2
####it; 20-07-08 06:38:25; 2;2
####it; 20-07-08 06:38:30; 2;2
####it; 20-07-08 06:38:55; 1;1
####it; 20-07-08 06:39:00; 1;1
####it; 20-07-08 06:39:05; 1;1
####it; 20-07-08 06:39:10; 1;1
####it; 20-07-08 06:39:15; 1;1
####it; 20-07-08 06:39:20; 1;1
####it; 20-07-08 06:39:25; 1;1
####it; 20-07-08 06:39:30; 1;1
####it; 20-07-08 06:39:35; 1;1
####it; 20-07-08 06:39:40; 1;1
####it; 20-07-08 06:39:45; 1;1
####it; 20-07-08 06:39:50; 1;1
####it; 20-07-08 06:40:30; 1;-1
####it; 20-07-08 06:40:35; 1;-1
####it; 20-07-08 06:40:40; 1;-1
####it; 20-07-08 06:40:45; 1;-1
####it; 20-07-08 06:40:50; 2;0
####it; 20-07-08 06:40:55; 2;0
####it; 20-07-08 06:41:00; 2;0
####it; 20-07-08 06:41:05; 2;0
####it; 20-07-08 06:41:10; 3;1
####it; 20-07-08 06:41:15; 3;1
####it; 20-07-08 06:41:20; 3;1
####it; 20-07-08 06:41:25; 3;1
####it; 20-07-08 06:41:30; 2;2
####it; 20-07-08 06:41:35; 2;2
####it; 20-07-08 06:41:40; 2;2
####it; 20-07-08 06:41:45; 2;2
####it; 20-07-08 06:41:50; 1;1
####it; 20-07-08 06:41:55; 1;1
####it; 20-07-08 06:42:00; 1;1
####it; 20-07-08 06:42:05; 1;1
####it; 20-07-08 06:42:55; 1;1
####it; 20-07-08 06:43:00; 1;1
####it; 20-07-08 06:43:05; 1;1
####it; 20-07-08 06:43:10; 1;1
####it; 20-07-08 06:43:15; 1;1
####it; 20-07-08 06:43:20; 1;1
####it; 20-07-08 06:43:25; 1;1
####it; 20-07-08 06:43:30; 1;1
####it; 20-07-08 06:43:35; 1;1
####it; 20-07-08 06:43:40; 1;1
####it; 20-07-08 06:43:45; 1;1
####it; 20-07-08 06:43:50; 1;1
####it; 20-07-08 06:44:25; 1;-2
####it; 20-07-08 06:44:30; 1;-2
####it; 20-07-08 06:44:35; 1;-2
####it; 20-07-08 06:44:40; 1;-2
####it; 20-07-08 06:44:45; 1;-2
####it; 20-07-08 06:44:50; 1;-2
####it; 20-07-08 06:44:55; 1;-2
####it; 20-07-08 06:45:00; 1;-2
####it; 20-07-08 06:45:05; 1;-2
####it; 20-07-08 06:45:10; 2;-1
####it; 20-07-08 06:45:15; 2;-1
####it; 20-07-08 06:45:20; 2;-1
####it; 20-07-08 06:45:25; 1;1
####it; 20-07-08 06:45:30; 1;1
####it; 20-07-08 06:45:35; 1;1
####it; 20-07-08 06:45:40; 1;1
####it; 20-07-08 06:45:45; 2;2
####it; 20-07-08 06:45:50; 2;2
####it; 20-07-08 06:45:55; 2;2
####it; 20-07-08 06:46:00; 2;2
####it; 20-07-08 06:46:05; 3;1
####it; 20-07-08 06:46:10; 2;0
####it; 20-07-08 06:46:15; 2;0
####it; 20-07-08 06:46:20; 2;0
####it; 20-07-08 06:46:25; 2;0
####it; 20-07-08 06:46:30; 2;0
####it; 20-07-08 06:46:35; 2;0
####it; 20-07-08 06:46:40; 2;0
####it; 20-07-08 06:46:45; 1;-1
####it; 20-07-08 06:46:50; 1;-1
####it; 20-07-08 06:46:55; 1;-1
####it; 20-07-08 06:47:00; 1;-1
####it; 20-07-08 06:47:20; 1;-2
####it; 20-07-08 06:47:25; 1;-2
####it; 20-07-08 06:47:30; 1;-2
####it; 20-07-08 06:47:35; 2;-1
####it; 20-07-08 06:47:40; 2;-1
####it; 20-07-08 06:47:45; 2;-1
####it; 20-07-08 06:47:50; 3;0
####it; 20-07-08 06:47:55; 3;0
####it; 20-07-08 06:48:00; 3;0
####it; 20-07-08 06:48:05; 3;0
####it; 20-07-08 06:48:10; 3;0
####it; 20-07-08 06:48:15; 3;0
####it; 20-07-08 06:48:20; 2;2
####it; 20-07-08 06:48:25; 2;2
####it; 20-07-08 06:48:30; 2;2
####it; 20-07-08 06:48:35; 1;1
####it; 20-07-08 06:48:40; 1;1
####it; 20-07-08 06:48:45; 1;1
####it; 20-07-08 06:49:25; 1;1
####it; 20-07-08 06:49:30; 1;1
####it; 20-07-08 06:49:35; 2;2
####it; 20-07-08 06:49:40; 2;2
####it; 20-07-08 06:49:45; 2;2
####it; 20-07-08 06:49:50; 2;2
####it; 20-07-08 06:49:55; 2;2
####it; 20-07-08 06:50:00; 2;2
####it; 20-07-08 06:50:05; 2;2
####it; 20-07-08 06:50:10; 2;2
####it; 20-07-08 06:50:15; 2;2
####it; 20-07-08 06:50:20; 2;2
####it; 20-07-08 06:50:25; 2;2
####it; 20-07-08 06:50:30; 2;2
####it; 20-07-08 06:50:35; 1;1
####it; 20-07-08 06:50:40; 1;1
####it; 20-07-08 06:50:45; 1;1
####it; 20-07-08 06:50:50; 1;1
####it; 20-07-08 06:50:55; 1;1
####it; 20-07-08 06:51:00; 2;0
####it; 20-07-08 06:51:05; 2;0
####it; 20-07-08 06:51:10; 2;0
####it; 20-07-08 06:51:15; 2;0
####it; 20-07-08 06:51:20; 3;1
####it; 20-07-08 06:51:25; 2;0
####it; 20-07-08 06:51:30; 3;-1
####it; 20-07-08 06:51:35; 3;-1
####it; 20-07-08 06:51:40; 3;-1
####it; 20-07-08 06:51:45; 3;-1
####it; 20-07-08 06:51:50; 3;-1
####it; 20-07-08 06:51:55; 3;-1
####it; 20-07-08 06:52:00; 2;0
####it; 20-07-08 06:52:05; 2;0
####it; 20-07-08 06:52:10; 3;-1
####it; 20-07-08 06:52:15; 3;-1
####it; 20-07-08 06:52:20; 2;-2
####it; 20-07-08 06:52:25; 2;-2
####it; 20-07-08 06:52:30; 1;-1
####it; 20-07-08 06:52:35; 1;-1
####it; 20-07-08 06:52:40; 1;-1
####it; 20-07-08 06:52:45; 1;-1
####it; 20-07-08 06:52:50; 1;-1
####it; 20-07-08 06:52:55; 1;-1
####it; 20-07-08 06:53:00; 1;-1
####it; 20-07-08 06:53:05; 1;-1
####it; 20-07-08 06:54:20; 1;2
####it; 20-07-08 06:54:25; 1;2
####it; 20-07-08 06:54:30; 1;2
####it; 20-07-08 06:54:35; 1;2
####it; 20-07-08 06:54:40; 1;2
####it; 20-07-08 06:54:45; 1;2
####it; 20-07-08 06:54:50; 1;2
####it; 20-07-08 06:54:55; 1;2
####it; 20-07-08 06:55:00; 1;2
####it; 20-07-08 06:55:05; 1;2
####it; 20-07-08 06:55:10; 2;3
####it; 20-07-08 06:55:15; 2;3
####it; 20-07-08 06:55:20; 1;1
####it; 20-07-08 06:55:25; 1;1
####it; 20-07-08 06:55:30; 2;2
####it; 20-07-08 06:55:35; 3;1
####it; 20-07-08 06:55:40; 3;1
####it; 20-07-08 06:55:45; 3;1
####it; 20-07-08 06:55:50; 3;1
####it; 20-07-08 06:55:55; 3;1
####it; 20-07-08 06:56:00; 3;1
####it; 20-07-08 06:56:05; 3;1
####it; 20-07-08 06:56:10; 2;0
####it; 20-07-08 06:56:15; 2;0
####it; 20-07-08 06:56:20; 2;0
####it; 20-07-08 06:56:25; 2;0
####it; 20-07-08 06:56:30; 1;-1
####it; 20-07-08 06:56:55; 1;-1
####it; 20-07-08 06:57:00; 1;-1
####it; 20-07-08 06:57:05; 1;-1
####it; 20-07-08 06:57:10; 2;0
####it; 20-07-08 06:57:15; 2;0
####it; 20-07-08 06:57:20; 2;0
####it; 20-07-08 06:57:25; 2;0
####it; 20-07-08 06:57:30; 2;0
####it; 20-07-08 06:57:35; 2;0
####it; 20-07-08 06:57:40; 2;0
####it; 20-07-08 06:57:45; 2;0
####it; 20-07-08 06:57:50; 2;0
####it; 20-07-08 06:57:55; 2;-1
####it; 20-07-08 06:58:00; 2;-1
####it; 20-07-08 06:58:05; 2;-1
####it; 20-07-08 06:58:10; 2;-1
####it; 20-07-08 06:58:15; 3;-2
####it; 20-07-08 06:58:20; 3;-2
####it; 20-07-08 06:58:25; 3;-2
####it; 20-07-08 06:58:30; 5;0
####it; 20-07-08 06:58:35; 6;1
####it; 20-07-08 06:58:40; 6;1
####it; 20-07-08 06:58:45; 6;1
####it; 20-07-08 06:58:50; 7;0
####it; 20-07-08 06:58:55; 7;3
####it; 20-07-08 06:59:00; 7;3
####it; 20-07-08 06:59:05; 7;3
####it; 20-07-08 06:59:10; 6;2
####it; 20-07-08 06:59:15; 5;3
####it; 20-07-08 06:59:20; 5;3
####it; 20-07-08 06:59:25; 5;3
####it; 20-07-08 06:59:30; 3;1
####it; 20-07-08 06:59:35; 2;0
####it; 20-07-08 06:59:40; 2;0
####it; 20-07-08 06:59:45; 2;0
####it; 20-07-08 06:59:50; 1;1
####it; 20-07-08 06:59:55; 1;1
####it; 20-07-08 07:00:00; 1;1
####it; 20-07-08 07:00:05; 1;1
####it; 20-07-08 07:00:10; 1;1
####it; 20-07-08 07:00:15; 1;1
####it; 20-07-08 07:00:20; 1;1
####it; 20-07-08 07:00:25; 1;1
####it; 20-07-08 07:00:30; 1;1
####it; 20-07-08 07:00:35; 1;1
####it; 20-07-08 07:00:40; 1;1
####it; 20-07-08 07:00:45; 2;2
####it; 20-07-08 07:00:50; 2;2
####it; 20-07-08 07:00:55; 1;1
####it; 20-07-08 07:01:00; 1;1
####it; 20-07-08 07:01:05; 1;1
####it; 20-07-08 07:01:10; 1;1
####it; 20-07-08 07:01:15; 1;1
####it; 20-07-08 07:01:20; 1;1
####it; 20-07-08 07:01:25; 1;1
####it; 20-07-08 07:01:30; 1;1
####it; 20-07-08 07:01:35; 1;1
####it; 20-07-08 07:01:40; 1;1
####it; 20-07-08 07:01:50; 1;-1
####it; 20-07-08 07:01:55; 1;-1
####it; 20-07-08 07:02:00; 1;-1
####it; 20-07-08 07:02:05; 1;-1
####it; 20-07-08 07:02:10; 1;-1
####it; 20-07-08 07:02:15; 1;-1
####it; 20-07-08 07:02:20; 1;-1
####it; 20-07-08 07:02:25; 1;-1
####it; 20-07-08 07:02:30; 1;-1
####it; 20-07-08 07:02:35; 1;-1
####it; 20-07-08 07:02:40; 3;-3
####it; 20-07-08 07:02:45; 4;-2
####it; 20-07-08 07:02:50; 3;-1
####it; 20-07-08 07:02:55; 3;-1
####it; 20-07-08 07:03:00; 3;-1
####it; 20-07-08 07:03:05; 3;-1
####it; 20-07-08 07:03:10; 3;-1
####it; 20-07-08 07:03:15; 3;-1
####it; 20-07-08 07:03:20; 3;-1
####it; 20-07-08 07:03:25; 3;-1
####it; 20-07-08 07:03:30; 3;-1
####it; 20-07-08 07:03:35; 3;-1
####it; 20-07-08 07:03:40; 1;1
####it; 20-07-08 07:05:30; 1;1
####it; 20-07-08 07:05:35; 1;1
####it; 20-07-08 07:05:40; 1;1
####it; 20-07-08 07:05:45; 1;1
####it; 20-07-08 07:05:50; 1;1
####it; 20-07-08 07:05:55; 1;1
####it; 20-07-08 07:06:00; 1;1
####it; 20-07-08 07:06:05; 1;1
####it; 20-07-08 07:06:10; 1;1
####it; 20-07-08 07:06:15; 2;3
####it; 20-07-08 07:06:20; 2;3
####it; 20-07-08 07:06:25; 2;3
####it; 20-07-08 07:06:30; 2;3
####it; 20-07-08 07:06:35; 2;3
####it; 20-07-08 07:06:40; 2;3
####it; 20-07-08 07:06:45; 2;3
####it; 20-07-08 07:06:50; 2;3
####it; 20-07-08 07:06:55; 2;3
####it; 20-07-08 07:07:00; 2;3
####it; 20-07-08 07:07:05; 3;2
####it; 20-07-08 07:07:10; 3;2
####it; 20-07-08 07:07:15; 2;0
####it; 20-07-08 07:07:20; 2;0
####it; 20-07-08 07:07:25; 2;0
####it; 20-07-08 07:07:30; 2;-2
####it; 20-07-08 07:07:35; 2;-2
####it; 20-07-08 07:07:40; 2;-2
####it; 20-07-08 07:07:45; 2;-2
####it; 20-07-08 07:07:50; 2;-2
####it; 20-07-08 07:07:55; 2;-2
####it; 20-07-08 07:08:00; 2;-2
####it; 20-07-08 07:08:05; 1;-1
####it; 20-07-08 07:08:10; 1;-1
####it; 20-07-08 07:08:15; 1;-1
####it; 20-07-08 07:08:20; 1;-1
####it; 20-07-08 07:08:25; 1;-1
####it; 20-07-08 07:08:30; 1;1
####it; 20-07-08 07:08:35; 2;0
####it; 20-07-08 07:08:40; 2;0
####it; 20-07-08 07:08:45; 2;0
####it; 20-07-08 07:08:50; 2;0
####it; 20-07-08 07:08:55; 2;0
####it; 20-07-08 07:09:00; 2;0
####it; 20-07-08 07:09:05; 2;0
####it; 20-07-08 07:09:10; 3;1
####it; 20-07-08 07:09:15; 3;1
####it; 20-07-08 07:09:20; 3;1
####it; 20-07-08 07:09:25; 3;1
####it; 20-07-08 07:09:30; 2;0
####it; 20-07-08 07:09:35; 1;1
####it; 20-07-08 07:09:40; 1;1
####it; 20-07-08 07:09:45; 1;1
####it; 20-07-08 07:09:50; 1;1
####it; 20-07-08 07:09:55; 1;1
####it; 20-07-08 07:10:00; 1;1
####it; 20-07-08 07:10:05; 1;1
####it; 20-07-08 07:10:10; 1;1
####it; 20-07-08 07:10:15; 1;1
####it; 20-07-08 07:10:20; 1;1
####it; 20-07-08 07:10:25; 2;3
####it; 20-07-08 07:10:30; 2;3
####it; 20-07-08 07:10:35; 3;2
####it; 20-07-08 07:10:40; 2;1
####it; 20-07-08 07:10:45; 3;3
####it; 20-07-08 07:10:50; 3;3
####it; 20-07-08 07:10:55; 4;2
####it; 20-07-08 07:11:00; 5;1
####it; 20-07-08 07:11:05; 5;1
####it; 20-07-08 07:11:10; 5;1
####it; 20-07-08 07:11:15; 6;0
####it; 20-07-08 07:11:20; 6;0
####it; 20-07-08 07:11:25; 6;-3
####it; 20-07-08 07:11:30; 6;-3
####it; 20-07-08 07:11:35; 5;-2
####it; 20-07-08 07:11:40; 5;-2
####it; 20-07-08 07:11:45; 4;-4
####it; 20-07-08 07:11:50; 4;-4
####it; 20-07-08 07:11:55; 3;-3
####it; 20-07-08 07:12:00; 2;-2
####it; 20-07-08 07:12:05; 2;-2
####it; 20-07-08 07:12:10; 2;-2
####it; 20-07-08 07:12:15; 1;-1
####it; 20-07-08 07:12:20; 2;0
####it; 20-07-08 07:12:25; 1;1
####it; 20-07-08 07:12:30; 1;1
####it; 20-07-08 07:12:35; 2;3
####it; 20-07-08 07:12:40; 2;3
####it; 20-07-08 07:12:45; 2;3
####it; 20-07-08 07:12:50; 2;3
####it; 20-07-08 07:12:55; 2;3
####it; 20-07-08 07:13:00; 2;3
####it; 20-07-08 07:13:05; 2;3
####it; 20-07-08 07:13:10; 2;3
####it; 20-07-08 07:13:15; 2;3
####it; 20-07-08 07:13:20; 1;2
####it; 20-07-08 07:13:25; 1;2
####it; 20-07-08 07:13:30; 1;2
####it; 20-07-08 07:13:40; 1;1
####it; 20-07-08 07:13:45; 1;1
####it; 20-07-08 07:13:50; 2;0
####it; 20-07-08 07:13:55; 2;0
####it; 20-07-08 07:14:00; 3;-1
####it; 20-07-08 07:14:05; 3;-1
####it; 20-07-08 07:14:10; 3;-1
####it; 20-07-08 07:14:15; 3;-1
####it; 20-07-08 07:14:20; 3;-1
####it; 20-07-08 07:14:25; 3;-1
####it; 20-07-08 07:14:30; 3;-1
####it; 20-07-08 07:14:35; 3;-1
####it; 20-07-08 07:14:40; 2;-2
####it; 20-07-08 07:14:45; 2;-2
####it; 20-07-08 07:14:50; 1;-1
####it; 20-07-08 07:14:55; 1;-1
####it; 20-07-08 07:15:10; 1;1
####it; 20-07-08 07:15:15; 1;1
####it; 20-07-08 07:15:20; 1;1
####it; 20-07-08 07:15:25; 1;1
####it; 20-07-08 07:15:30; 1;1
####it; 20-07-08 07:15:35; 1;1
####it; 20-07-08 07:15:40; 1;1
####it; 20-07-08 07:15:45; 1;1
####it; 20-07-08 07:15:50; 1;1
####it; 20-07-08 07:15:55; 1;1
####it; 20-07-08 07:16:00; 1;1
####it; 20-07-08 07:16:05; 1;1
####it; 20-07-08 07:16:25; 1;1
####it; 20-07-08 07:16:30; 1;1
####it; 20-07-08 07:16:35; 1;1
####it; 20-07-08 07:16:40; 1;1
####it; 20-07-08 07:16:45; 2;0
####it; 20-07-08 07:16:50; 2;0
####it; 20-07-08 07:16:55; 2;0
####it; 20-07-08 07:17:00; 2;0
####it; 20-07-08 07:17:05; 2;0
####it; 20-07-08 07:17:10; 3;2
####it; 20-07-08 07:17:15; 3;2
####it; 20-07-08 07:17:20; 3;2
####it; 20-07-08 07:17:25; 2;1
####it; 20-07-08 07:17:30; 2;1
####it; 20-07-08 07:17:35; 2;1
####it; 20-07-08 07:17:40; 2;1
####it; 20-07-08 07:17:45; 1;2
####it; 20-07-08 07:17:50; 1;2
####it; 20-07-08 07:17:55; 1;2
####it; 20-07-08 07:18:00; 1;2
####it; 20-07-08 07:18:05; 1;2
####it; 20-07-08 07:20:30; 1;1
####it; 20-07-08 07:20:35; 1;1
####it; 20-07-08 07:20:40; 1;1
####it; 20-07-08 07:20:45; 1;1
####it; 20-07-08 07:20:50; 1;1
####it; 20-07-08 07:20:55; 1;1
####it; 20-07-08 07:21:00; 2;2
####it; 20-07-08 07:21:05; 2;2
####it; 20-07-08 07:21:10; 2;2
####it; 20-07-08 07:21:15; 2;2
####it; 20-07-08 07:21:20; 2;2
####it; 20-07-08 07:21:25; 2;2
####it; 20-07-08 07:21:30; 1;1
####it; 20-07-08 07:21:35; 1;1
####it; 20-07-08 07:21:40; 1;1
####it; 20-07-08 07:21:45; 2;0
####it; 20-07-08 07:21:50; 2;0
####it; 20-07-08 07:21:55; 2;0
####it; 20-07-08 07:22:00; 1;-1
####it; 20-07-08 07:22:05; 1;-1
####it; 20-07-08 07:22:10; 1;-1
####it; 20-07-08 07:22:15; 1;-1
####it; 20-07-08 07:22:20; 1;-1
####it; 20-07-08 07:22:25; 1;-1
####it; 20-07-08 07:22:30; 1;-1
####it; 20-07-08 07:22:35; 1;-1
####it; 20-07-08 07:22:40; 2;0
####it; 20-07-08 07:22:45; 1;1
####it; 20-07-08 07:22:50; 1;1
####it; 20-07-08 07:22:55; 1;1
####it; 20-07-08 07:23:00; 2;2
####it; 20-07-08 07:23:05; 3;0
####it; 20-07-08 07:23:10; 3;0
####it; 20-07-08 07:23:15; 3;0
####it; 20-07-08 07:23:20; 3;0
####it; 20-07-08 07:23:25; 3;0
####it; 20-07-08 07:23:30; 3;0
####it; 20-07-08 07:23:35; 3;0
####it; 20-07-08 07:23:40; 2;-1
####it; 20-07-08 07:23:45; 2;-1
####it; 20-07-08 07:23:50; 2;-1
####it; 20-07-08 07:23:55; 2;-1
####it; 20-07-08 07:24:00; 2;-3
####it; 20-07-08 07:24:05; 1;-1
####it; 20-07-08 07:24:10; 1;-1
####it; 20-07-08 07:24:15; 1;-1
####it; 20-07-08 07:24:20; 1;-1
####it; 20-07-08 07:24:25; 1;-1
####it; 20-07-08 07:24:30; 1;-1
####it; 20-07-08 07:24:35; 2;0
####it; 20-07-08 07:24:40; 3;1
####it; 20-07-08 07:24:45; 3;1
####it; 20-07-08 07:24:50; 3;1
####it; 20-07-08 07:24:55; 3;1
####it; 20-07-08 07:25:00; 2;2
####it; 20-07-08 07:25:05; 2;2
####it; 20-07-08 07:25:10; 2;2
####it; 20-07-08 07:25:15; 2;2
####it; 20-07-08 07:25:20; 2;2
####it; 20-07-08 07:25:25; 2;2
####it; 20-07-08 07:25:30; 2;2
####it; 20-07-08 07:25:35; 1;1
####it; 20-07-08 07:25:40; 1;1
####it; 20-07-08 07:25:45; 1;1
####it; 20-07-08 07:25:50; 1;1
####it; 20-07-08 07:25:55; 1;1
####it; 20-07-08 07:26:00; 1;1
####it; 20-07-08 07:26:05; 1;1
####it; 20-07-08 07:26:10; 2;0
####it; 20-07-08 07:26:15; 2;0
####it; 20-07-08 07:26:20; 2;0
####it; 20-07-08 07:26:25; 2;0
####it; 20-07-08 07:26:30; 2;0
####it; 20-07-08 07:26:35; 2;0
####it; 20-07-08 07:26:40; 2;0
####it; 20-07-08 07:26:45; 2;0
####it; 20-07-08 07:26:50; 2;0
####it; 20-07-08 07:26:55; 2;0
####it; 20-07-08 07:27:00; 1;-1
####it; 20-07-08 07:27:05; 1;-1
####it; 20-07-08 07:27:15; 1;-1
####it; 20-07-08 07:27:20; 1;-1
####it; 20-07-08 07:27:25; 1;-1
####it; 20-07-08 07:27:30; 1;-1
####it; 20-07-08 07:27:35; 1;-1
####it; 20-07-08 07:27:40; 1;-1
####it; 20-07-08 07:27:45; 1;-1
####it; 20-07-08 07:27:50; 1;-1
####it; 20-07-08 07:27:55; 1;-1
####it; 20-07-08 07:28:00; 1;-1
####it; 20-07-08 07:28:05; 1;-1
####it; 20-07-08 07:28:10; 1;-1
####it; 20-07-08 07:28:15; 1;1
####it; 20-07-08 07:28:20; 1;1
####it; 20-07-08 07:28:25; 2;2
####it; 20-07-08 07:28:30; 2;2
####it; 20-07-08 07:28:35; 2;2
####it; 20-07-08 07:28:40; 2;2
####it; 20-07-08 07:28:45; 2;2
####it; 20-07-08 07:28:50; 3;3
####it; 20-07-08 07:28:55; 3;3
####it; 20-07-08 07:29:00; 4;2
####it; 20-07-08 07:29:05; 4;2
####it; 20-07-08 07:29:10; 4;2
####it; 20-07-08 07:29:15; 3;1
####it; 20-07-08 07:29:20; 3;1
####it; 20-07-08 07:29:25; 2;0
####it; 20-07-08 07:29:30; 3;1
####it; 20-07-08 07:29:35; 3;1
####it; 20-07-08 07:29:40; 3;1
####it; 20-07-08 07:29:45; 3;1
####it; 20-07-08 07:29:50; 2;0
####it; 20-07-08 07:29:55; 2;0
####it; 20-07-08 07:30:00; 1;1
####it; 20-07-08 07:30:05; 1;1
####it; 20-07-08 07:30:10; 1;1
####it; 20-07-08 07:30:15; 1;1
####it; 20-07-08 07:30:20; 1;1
####it; 20-07-08 07:30:25; 1;1
####it; 20-07-08 07:30:45; 2;2
####it; 20-07-08 07:30:50; 2;2
####it; 20-07-08 07:30:55; 2;2
####it; 20-07-08 07:31:00; 2;2
####it; 20-07-08 07:31:05; 2;2
####it; 20-07-08 07:31:10; 3;3
####it; 20-07-08 07:31:15; 3;3
####it; 20-07-08 07:31:20; 3;3
####it; 20-07-08 07:31:25; 3;3
####it; 20-07-08 07:31:30; 3;3
####it; 20-07-08 07:31:35; 3;3
####it; 20-07-08 07:31:40; 3;3
####it; 20-07-08 07:31:45; 1;1
####it; 20-07-08 07:31:50; 1;1
